tipo_ambiente;superficie_m2;tecnologia;lumenes_requeridos_lm
oficina;42,029;fluorescente;58178,006
oficina;42,068;fluorescente;33227,412
oficina;42,373;fluorescente;40978,607
oficina;42,429;fluorescente;47978,945
oficina;42,509;fluorescente;34976,576
oficina;42,516;fluorescente;53650,869
oficina;42,523;fluorescente;39271,131
oficina;42,537;fluorescente;47229,183
oficina;42,552;fluorescente;41757,913
oficina;42,621;fluorescente;45054,61
oficina;42,622;fluorescente;63716,959
oficina;42,659;fluorescente;61983,809
oficina;42,696;fluorescente;40463,621
oficina;42,721;fluorescente;38880,637
oficina;42,765;fluorescente;57972,626
oficina;42,798;fluorescente;59632,591
oficina;42,906;fluorescente;77382,33
oficina;42,907;fluorescente;38408,463
oficina;42,908;fluorescente;44794,442
oficina;43,006;fluorescente;38918,204
oficina;43,051;fluorescente;58326,183
oficina;43,117;fluorescente;54183,66
oficina;43,119;fluorescente;39235,255
oficina;43,141;fluorescente;38144,999
oficina;43,32;fluorescente;37362,606
oficina;43,347;fluorescente;47376,12
oficina;43,448;fluorescente;32299,019
oficina;43,468;fluorescente;40658,485
oficina;43,505;fluorescente;48835,81
oficina;43,688;fluorescente;64419,705
oficina;43,714;fluorescente;53615,86
oficina;43,755;fluorescente;52265
oficina;43,775;fluorescente;43259,216
oficina;43,803;fluorescente;56765,49
oficina;44,082;fluorescente;57621,587
oficina;44,164;fluorescente;55750,863
oficina;44,181;fluorescente;50284,331
oficina;44,185;fluorescente;34542,738
oficina;44,239;fluorescente;52517,709
oficina;44,341;fluorescente;40608,789
oficina;44,349;fluorescente;39675,084
oficina;44,374;fluorescente;49623,748
oficina;44,413;fluorescente;57300,811
oficina;44,417;fluorescente;36047,553
oficina;44,632;fluorescente;54296,38
oficina;44,873;fluorescente;60046,234
oficina;44,911;fluorescente;50345,854
oficina;44,953;fluorescente;57523,302
oficina;44,963;fluorescente;70637,955
oficina;45,042;fluorescente;41712,269
oficina;45,091;fluorescente;47398,612
oficina;45,235;fluorescente;32767,784
oficina;45,318;fluorescente;32726,638
oficina;45,371;fluorescente;55025,275
oficina;45,383;fluorescente;51148,205
oficina;45,418;fluorescente;64569,371
oficina;45,476;fluorescente;45181,663
oficina;45,526;fluorescente;38172,274
oficina;45,534;fluorescente;47693,569
oficina;45,554;fluorescente;68342,302
oficina;45,593;fluorescente;35803,902
oficina;45,646;fluorescente;34035,957
oficina;45,675;fluorescente;55477,272
oficina;45,691;fluorescente;33339,359
oficina;45,698;fluorescente;61017,264
oficina;45,875;fluorescente;44910,01
oficina;45,93;fluorescente;43696,339
oficina;45,947;fluorescente;70497,297
oficina;46,078;fluorescente;51119,831
oficina;46,233;fluorescente;49986,473
oficina;46,293;fluorescente;36539,788
oficina;46,303;fluorescente;45030,889
oficina;46,393;fluorescente;69873,324
oficina;46,394;fluorescente;71649,632
oficina;46,505;fluorescente;49093,766
oficina;46,524;fluorescente;66262,201
oficina;46,715;fluorescente;52072,802
oficina;46,732;fluorescente;32523,982
oficina;46,917;fluorescente;38553,558
oficina;47,069;fluorescente;61261,565
oficina;47,137;fluorescente;66557,797
oficina;47,321;fluorescente;31808,096
oficina;47,398;fluorescente;47737,887
oficina;47,401;fluorescente;35802,684
oficina;47,417;fluorescente;64964,456
oficina;47,422;fluorescente;34646,615
oficina;47,437;fluorescente;64997,23
oficina;47,449;fluorescente;58195,239
oficina;47,551;fluorescente;81023,81
oficina;47,555;fluorescente;50160,913
oficina;47,563;fluorescente;57982,552
oficina;47,606;fluorescente;39639,475
oficina;47,711;fluorescente;45353,356
oficina;47,743;fluorescente;35560,666
oficina;47,768;fluorescente;49848,108
oficina;47,897;fluorescente;61771,208
oficina;47,928;fluorescente;56064,567
oficina;47,999;fluorescente;58919,4
oficina;48,046;fluorescente;47061,638
oficina;48,065;fluorescente;65483,997
oficina;48,131;fluorescente;38092,333
oficina;48,197;fluorescente;56442,117
oficina;48,36;fluorescente;74170,075
oficina;48,453;fluorescente;53523,928
oficina;48,518;fluorescente;54550,348
oficina;48,519;fluorescente;65896,236
oficina;48,559;fluorescente;93078,942
oficina;48,639;fluorescente;63167,504
oficina;48,664;fluorescente;56256,901
oficina;48,672;fluorescente;53152,186
oficina;48,681;fluorescente;52034,307
oficina;48,684;fluorescente;45062,001
oficina;48,863;fluorescente;55900,174
oficina;48,868;fluorescente;63184,003
oficina;48,876;fluorescente;61139,241
oficina;48,963;fluorescente;58859,602
oficina;48,966;fluorescente;43987,185
oficina;49,052;fluorescente;44460,847
oficina;49,057;fluorescente;65410,28
oficina;49,068;fluorescente;76299,339
oficina;49,116;fluorescente;60877,482
oficina;49,144;fluorescente;42363,786
oficina;49,208;fluorescente;60358,327
oficina;49,219;fluorescente;35077,973
oficina;49,224;fluorescente;60238,455
oficina;49,262;fluorescente;35070,789
oficina;49,296;fluorescente;55278,309
oficina;49,313;fluorescente;51919,082
oficina;49,354;fluorescente;43354,3
oficina;49,378;fluorescente;73931,616
oficina;49,432;fluorescente;45958,212
oficina;49,48;fluorescente;55009,827
oficina;49,612;fluorescente;55865,854
oficina;49,649;fluorescente;70915,942
oficina;49,665;fluorescente;40075,839
oficina;49,685;fluorescente;59089,045
oficina;49,725;fluorescente;57264,859
oficina;49,74;fluorescente;79732,681
oficina;49,892;fluorescente;55605,429
oficina;49,9;fluorescente;65323,657
oficina;49,927;fluorescente;35505,45
oficina;49,933;fluorescente;43912,982
oficina;49,936;fluorescente;56340,514
oficina;49,973;fluorescente;71480,113
oficina;49,987;fluorescente;46575,172
oficina;49,987;fluorescente;55196,909
oficina;50,247;fluorescente;41632,647
oficina;50,255;fluorescente;46512,453
oficina;50,26;fluorescente;83758,742
oficina;50,279;fluorescente;55484,193
oficina;50,29;fluorescente;74253,723
oficina;50,306;fluorescente;36331,176
oficina;50,331;fluorescente;57041,566
oficina;50,337;fluorescente;50700,306
oficina;50,399;fluorescente;40509,788
oficina;50,494;fluorescente;68154,089
oficina;50,565;fluorescente;60754,694
oficina;50,643;fluorescente;48479,978
oficina;50,776;fluorescente;69752,418
oficina;50,792;fluorescente;53182,601
oficina;50,818;fluorescente;39981,552
oficina;50,932;fluorescente;44957,931
oficina;50,955;fluorescente;63823,064
oficina;51,022;fluorescente;79178,237
oficina;51,046;fluorescente;69616,638
oficina;51,065;fluorescente;77369,697
oficina;51,118;fluorescente;53328,041
oficina;51,124;fluorescente;66862,875
oficina;51,216;fluorescente;45158,68
oficina;51,31;fluorescente;57251,869
oficina;51,44;fluorescente;65891,519
oficina;51,482;fluorescente;52369,906
oficina;51,487;fluorescente;41345,134
oficina;51,492;fluorescente;54867,062
oficina;51,5;fluorescente;60821,779
oficina;51,542;fluorescente;61961,593
oficina;51,546;fluorescente;76691,4
oficina;51,546;fluorescente;61599,795
oficina;51,651;fluorescente;60803,666
oficina;51,686;fluorescente;46740,826
oficina;51,745;fluorescente;68256,168
oficina;51,778;fluorescente;49742,762
oficina;51,912;fluorescente;81849,169
oficina;51,923;fluorescente;71725,955
oficina;51,935;fluorescente;74117,91
oficina;51,946;fluorescente;59779,732
oficina;52,017;fluorescente;45947,711
oficina;52,133;fluorescente;51874,279
oficina;52,245;fluorescente;55103,427
oficina;52,254;fluorescente;41966,143
oficina;52,255;fluorescente;43632,784
oficina;52,345;fluorescente;37261,734
oficina;52,383;fluorescente;64893,828
oficina;52,39;fluorescente;51730,717
oficina;52,449;fluorescente;68191,419
oficina;52,533;fluorescente;73319,642
oficina;52,596;fluorescente;67705,336
oficina;52,599;fluorescente;79492,174
oficina;52,674;fluorescente;78552,697
oficina;52,791;fluorescente;74741,434
oficina;52,795;fluorescente;42967,894
oficina;52,83;fluorescente;48821,187
oficina;53,017;fluorescente;65679,921
oficina;53,055;fluorescente;52718,365
oficina;53,062;fluorescente;66449,747
oficina;53,068;fluorescente;51689,196
oficina;53,142;fluorescente;70250,32
oficina;53,238;fluorescente;52283,973
oficina;53,254;fluorescente;72955,986
oficina;53,255;fluorescente;88018,723
oficina;53,465;fluorescente;57535,249
oficina;53,475;fluorescente;77155,255
oficina;53,544;fluorescente;82109,971
oficina;53,549;fluorescente;69327,896
oficina;53,559;fluorescente;62543,163
oficina;53,588;fluorescente;50401,125
oficina;53,641;fluorescente;79002,141
oficina;53,709;fluorescente;48583,06
oficina;53,822;fluorescente;47909,609
oficina;53,83;fluorescente;60676,463
oficina;53,848;fluorescente;67646,183
oficina;53,879;fluorescente;83640,956
oficina;53,94;fluorescente;41008,03
oficina;53,942;fluorescente;44736,702
oficina;53,959;fluorescente;64525,998
oficina;53,964;fluorescente;59306,411
oficina;53,989;fluorescente;43093,396
oficina;54,149;fluorescente;76711,738
oficina;54,332;fluorescente;85204,27
oficina;54,344;fluorescente;54383,056
oficina;54,404;fluorescente;77838,334
oficina;54,408;fluorescente;58989,236
oficina;54,432;fluorescente;99774,029
oficina;54,633;fluorescente;48784,408
oficina;54,749;fluorescente;63875,626
oficina;54,769;fluorescente;37949,864
oficina;54,772;fluorescente;72999,402
oficina;54,824;fluorescente;61926,557
oficina;54,965;fluorescente;50556,708
oficina;54,968;fluorescente;70218,608
oficina;54,98;fluorescente;56555,962
oficina;55,14;fluorescente;44464,515
oficina;55,14;fluorescente;65524,037
oficina;55,231;fluorescente;73359,345
oficina;55,273;fluorescente;73766,55
oficina;55,279;fluorescente;79996,95
oficina;55,369;fluorescente;55876,605
oficina;55,382;fluorescente;71316,699
oficina;55,398;fluorescente;51276,684
oficina;55,518;fluorescente;54883,857
oficina;55,617;fluorescente;69060,292
oficina;55,635;fluorescente;45170,716
oficina;55,716;fluorescente;62866,915
oficina;55,759;fluorescente;65625,689
oficina;55,968;fluorescente;73251,51
oficina;55,989;fluorescente;83278,135
oficina;56,057;fluorescente;52646,407
oficina;56,084;fluorescente;56386,437
oficina;56,141;fluorescente;77352,698
oficina;56,172;fluorescente;54760,034
oficina;56,202;fluorescente;54723,662
oficina;56,252;fluorescente;76659,706
oficina;56,274;fluorescente;74154,37
oficina;56,315;fluorescente;57248,756
oficina;56,328;fluorescente;47280,482
oficina;56,411;fluorescente;83993,966
oficina;56,52;fluorescente;72569,014
oficina;56,624;fluorescente;83885,643
oficina;56,659;fluorescente;47123,564
oficina;56,842;fluorescente;54199,474
oficina;56,858;fluorescente;67188,961
oficina;56,893;fluorescente;49637,797
oficina;57,095;fluorescente;52064,521
oficina;57,121;fluorescente;113527,927
oficina;57,215;fluorescente;49793,882
oficina;57,235;fluorescente;61268,059
oficina;57,301;fluorescente;48563,015
oficina;57,483;fluorescente;59512,79
oficina;57,505;fluorescente;61867,615
oficina;57,85;fluorescente;66242,979
oficina;57,877;fluorescente;61588,588
oficina;57,924;fluorescente;53194,487
oficina;57,946;fluorescente;71039,865
oficina;57,977;fluorescente;49856,198
oficina;58,075;fluorescente;54024,008
oficina;58,146;fluorescente;64445,606
oficina;58,196;fluorescente;69186,415
oficina;58,298;fluorescente;78477,877
oficina;58,476;fluorescente;64837,459
oficina;58,499;fluorescente;47068,512
oficina;58,51;fluorescente;50883,886
oficina;58,57;fluorescente;68062,561
oficina;58,775;fluorescente;67520,993
oficina;58,898;fluorescente;56820,001
oficina;59,03;fluorescente;79235,398
oficina;59,169;fluorescente;64937,051
oficina;59,191;fluorescente;64602,316
oficina;59,394;fluorescente;87809,5
oficina;59,429;fluorescente;51740,539
oficina;59,484;fluorescente;46268,15
oficina;59,545;fluorescente;65505,556
oficina;59,814;fluorescente;76295,545
oficina;60,186;fluorescente;63753,709
oficina;60,378;fluorescente;57449,93
oficina;60,427;fluorescente;67322,487
oficina;60,431;fluorescente;74502,357
oficina;60,449;fluorescente;56233,008
oficina;60,592;fluorescente;43654,1
oficina;60,674;fluorescente;58046,528
oficina;60,676;fluorescente;75240,544
oficina;60,732;fluorescente;68588,387
oficina;60,788;fluorescente;87728,021
oficina;60,798;fluorescente;77774,727
oficina;60,836;fluorescente;69552,107
oficina;60,854;fluorescente;67813,752
oficina;60,858;fluorescente;72656,172
oficina;61,049;fluorescente;57339,641
oficina;61,214;fluorescente;68357,527
oficina;61,214;fluorescente;68163,07
oficina;61,296;fluorescente;76968,154
oficina;61,428;fluorescente;54671,489
oficina;61,437;fluorescente;62578,551
oficina;61,517;fluorescente;63989,222
oficina;61,598;fluorescente;86835,514
oficina;61,606;fluorescente;58052,23
oficina;61,653;fluorescente;56021,133
oficina;61,739;fluorescente;58264,094
oficina;61,886;fluorescente;55749,057
oficina;61,984;fluorescente;58699,967
oficina;62,02;fluorescente;79164,914
oficina;62,061;fluorescente;76488,175
oficina;62,217;fluorescente;80908,053
oficina;62,49;fluorescente;71427,511
oficina;62,576;fluorescente;74430,335
oficina;62,577;fluorescente;48798,515
oficina;62,603;fluorescente;57724,657
oficina;62,626;fluorescente;63204,904
oficina;62,673;fluorescente;92685,446
oficina;62,686;fluorescente;71118,215
oficina;62,793;fluorescente;97223,347
oficina;62,835;fluorescente;60279,965
oficina;62,857;fluorescente;73590,487
oficina;62,885;fluorescente;92365,442
oficina;62,911;fluorescente;83942,593
oficina;62,928;fluorescente;73007,229
oficina;63,271;fluorescente;83445,465
oficina;63,295;fluorescente;62765,365
oficina;63,321;fluorescente;59427,636
oficina;63,336;fluorescente;73140,155
oficina;63,394;fluorescente;73456,338
oficina;63,688;fluorescente;94403,267
oficina;63,744;fluorescente;78174,832
oficina;63,793;fluorescente;74005,64
oficina;63,837;fluorescente;93844,88
oficina;63,879;fluorescente;98450,5
oficina;63,939;fluorescente;54022,701
oficina;64,036;fluorescente;77114,019
oficina;64,088;fluorescente;64302,38
oficina;64,111;fluorescente;73213,83
oficina;64,368;fluorescente;54899,014
oficina;64,457;fluorescente;65344,218
oficina;64,471;fluorescente;60097,7
oficina;64,515;fluorescente;66959,488
oficina;64,611;fluorescente;69858,859
oficina;64,639;fluorescente;95709,685
oficina;64,736;fluorescente;85678,933
oficina;64,749;fluorescente;71297,073
oficina;64,804;fluorescente;103740,281
oficina;64,817;fluorescente;89740,616
oficina;65,025;fluorescente;72530,333
oficina;65,031;fluorescente;67896,547
oficina;65,055;fluorescente;70104,502
oficina;65,064;fluorescente;77918,103
oficina;65,092;fluorescente;64426,164
oficina;65,139;fluorescente;60183,549
oficina;65,154;fluorescente;58779,735
oficina;65,206;fluorescente;70484,762
oficina;65,209;fluorescente;117199,171
oficina;65,221;fluorescente;69876,355
oficina;65,282;fluorescente;77121,319
oficina;65,3;fluorescente;70945,731
oficina;65,319;fluorescente;99046,137
oficina;65,319;fluorescente;80778,499
oficina;65,354;fluorescente;91095,122
oficina;65,362;fluorescente;73787,793
oficina;65,481;fluorescente;78557,972
oficina;65,512;fluorescente;59985,269
oficina;65,59;fluorescente;78781,096
oficina;65,718;fluorescente;72053,859
oficina;65,75;fluorescente;90602,27
oficina;65,78;fluorescente;55764,961
oficina;65,813;fluorescente;78777,367
oficina;65,986;fluorescente;80821,173
oficina;66,126;fluorescente;60684,415
oficina;66,293;fluorescente;61457,948
oficina;66,305;fluorescente;117663,041
oficina;66,316;fluorescente;68056,515
oficina;66,347;fluorescente;54405,897
oficina;66,411;fluorescente;83964,052
oficina;66,419;fluorescente;83205
oficina;66,48;fluorescente;63761,883
oficina;66,504;fluorescente;94679,375
oficina;66,535;fluorescente;94071,624
oficina;66,572;fluorescente;48345,562
oficina;66,649;fluorescente;82355,76
oficina;66,721;fluorescente;56017,844
oficina;66,723;fluorescente;57197,049
oficina;66,744;fluorescente;81055,866
oficina;66,776;fluorescente;72259,294
oficina;66,843;fluorescente;87840,199
oficina;66,997;fluorescente;78550,745
oficina;67,013;fluorescente;55011,612
oficina;67,055;fluorescente;86872,438
oficina;67,064;fluorescente;84994,635
oficina;67,118;fluorescente;70292,801
oficina;67,12;fluorescente;74023,784
oficina;67,156;fluorescente;61040,784
oficina;67,257;fluorescente;77460,896
oficina;67,276;fluorescente;84621,989
oficina;67,39;fluorescente;52768,872
oficina;67,451;fluorescente;81902,196
oficina;67,481;fluorescente;69426,751
oficina;67,567;fluorescente;52361,172
oficina;67,671;fluorescente;78082,369
oficina;67,714;fluorescente;70546,08
oficina;67,784;fluorescente;94252,854
oficina;67,853;fluorescente;68065,241
oficina;67,872;fluorescente;95055,336
oficina;67,928;fluorescente;91557,991
oficina;67,967;fluorescente;85029,088
oficina;67,972;fluorescente;97659,523
oficina;68,056;fluorescente;68087,066
oficina;68,117;fluorescente;109533,847
oficina;68,131;fluorescente;74849,599
oficina;68,192;fluorescente;61378,334
oficina;68,222;fluorescente;47456,889
oficina;68,259;fluorescente;68589,588
oficina;68,28;fluorescente;74820,991
oficina;68,286;fluorescente;80331,306
oficina;68,288;fluorescente;64038,254
oficina;68,338;fluorescente;49866,658
oficina;68,352;fluorescente;68992,049
oficina;68,366;fluorescente;84486,687
oficina;68,473;fluorescente;52135,827
oficina;68,474;fluorescente;83486,72
oficina;68,479;fluorescente;72744,772
oficina;68,505;fluorescente;61581,946
oficina;68,692;fluorescente;50907,285
oficina;68,726;fluorescente;55157,388
oficina;68,735;fluorescente;60016,426
oficina;68,832;fluorescente;66213,471
oficina;68,877;fluorescente;48126,389
oficina;68,987;fluorescente;59386,56
oficina;69,208;fluorescente;98303,776
oficina;69,227;fluorescente;71550,738
oficina;69,255;fluorescente;102902,373
oficina;69,374;fluorescente;66279,408
oficina;69,478;fluorescente;85407,007
oficina;69,598;fluorescente;72450,934
oficina;69,617;fluorescente;108721,786
oficina;69,681;fluorescente;78362,766
oficina;69,71;fluorescente;96030,753
oficina;69,733;fluorescente;91350,802
oficina;69,826;fluorescente;94359,461
oficina;69,859;fluorescente;84596,312
oficina;69,886;fluorescente;50259,303
oficina;69,945;fluorescente;67486,599
oficina;70,006;fluorescente;91167,601
oficina;70,008;fluorescente;67675,768
oficina;70,033;fluorescente;76650,036
oficina;70,132;fluorescente;60480,569
oficina;70,215;fluorescente;62240,195
oficina;70,226;fluorescente;71363,759
oficina;70,365;fluorescente;78557,242
oficina;70,387;fluorescente;114045,912
oficina;70,412;fluorescente;77771,089
oficina;70,427;fluorescente;97562,826
oficina;70,553;fluorescente;76078,919
oficina;70,56;fluorescente;87548,14
oficina;70,571;fluorescente;54684,148
oficina;70,613;fluorescente;103112,862
oficina;70,728;fluorescente;81842,569
oficina;70,805;fluorescente;56158,439
oficina;70,941;fluorescente;66179,348
oficina;70,964;fluorescente;80629,926
oficina;70,985;fluorescente;109675,626
oficina;71,072;fluorescente;92526,102
oficina;71,083;fluorescente;64805,946
oficina;71,13;fluorescente;117938,504
oficina;71,136;fluorescente;95304,135
oficina;71,148;fluorescente;66105,61
oficina;71,191;fluorescente;56576,532
oficina;71,198;fluorescente;97579,06
oficina;71,206;fluorescente;76470,102
oficina;71,21;fluorescente;78324,946
oficina;71,228;fluorescente;91095,335
oficina;71,23;fluorescente;55854,963
oficina;71,298;fluorescente;108064,158
oficina;71,299;fluorescente;78113,605
oficina;71,329;fluorescente;92379,512
oficina;71,412;fluorescente;46842,682
oficina;71,493;fluorescente;80317,358
oficina;71,597;fluorescente;106782,498
oficina;71,689;fluorescente;89126,021
oficina;71,769;fluorescente;99135,602
oficina;71,825;fluorescente;95665,001
oficina;71,87;fluorescente;66253,161
oficina;71,893;fluorescente;81571,022
oficina;71,95;fluorescente;52628,336
oficina;71,968;fluorescente;93561,348
oficina;72,187;fluorescente;86649,626
oficina;72,266;fluorescente;77915,087
oficina;72,314;fluorescente;69397,082
oficina;72,336;fluorescente;60994,078
oficina;72,444;fluorescente;78521,05
oficina;72,455;fluorescente;85190,331
oficina;72,619;fluorescente;103245,503
oficina;72,658;fluorescente;94378,23
oficina;72,7;fluorescente;46917,341
oficina;73,064;fluorescente;52847,994
oficina;73,066;fluorescente;103626,361
oficina;73,075;fluorescente;96662,888
oficina;73,092;fluorescente;82501,371
oficina;73,103;fluorescente;74613,45
oficina;73,127;fluorescente;100492,973
oficina;73,186;fluorescente;92889,171
oficina;73,203;fluorescente;58703,226
oficina;73,33;fluorescente;88043,017
oficina;73,431;fluorescente;79372,321
oficina;73,511;fluorescente;74591,767
oficina;73,592;fluorescente;90044,027
oficina;73,649;fluorescente;111221,856
oficina;73,799;fluorescente;69797,176
oficina;73,871;fluorescente;81499,277
oficina;73,891;fluorescente;82909,892
oficina;73,965;fluorescente;75849,809
oficina;73,992;fluorescente;57461,543
oficina;74,005;fluorescente;79370,648
oficina;74,036;fluorescente;74253,609
oficina;74,076;fluorescente;91248,83
oficina;74,119;fluorescente;79122,473
oficina;74,152;fluorescente;103104,397
oficina;74,184;fluorescente;58418,738
oficina;74,236;fluorescente;69342,271
oficina;74,3;fluorescente;67284,492
oficina;74,315;fluorescente;77131,195
oficina;74,449;fluorescente;56739,226
oficina;74,671;fluorescente;65849,631
oficina;74,708;fluorescente;91204,771
oficina;74,714;fluorescente;79947,399
oficina;74,75;fluorescente;74531,121
oficina;74,776;fluorescente;84314,132
oficina;74,791;fluorescente;113482,832
oficina;74,793;fluorescente;75791,778
oficina;74,885;fluorescente;94609,042
oficina;74,902;fluorescente;93989,968
oficina;74,906;fluorescente;113380,306
oficina;75,004;fluorescente;86059,004
oficina;75,007;fluorescente;92942,626
oficina;75,047;fluorescente;85057,992
oficina;75,097;fluorescente;65384,879
oficina;75,248;fluorescente;80909,533
oficina;75,292;fluorescente;95160,941
oficina;75,348;fluorescente;119338,688
oficina;75,392;fluorescente;79216,523
oficina;75,393;fluorescente;74462,67
oficina;75,429;fluorescente;85555,009
oficina;75,478;fluorescente;78068,332
oficina;75,524;fluorescente;83038,596
oficina;75,547;fluorescente;110506,919
oficina;75,571;fluorescente;78319,774
oficina;75,584;fluorescente;98931,732
oficina;75,721;fluorescente;103989,135
oficina;75,752;fluorescente;72079,354
oficina;75,785;fluorescente;67562,247
oficina;75,799;fluorescente;67399,193
oficina;75,891;fluorescente;72090,863
oficina;75,903;fluorescente;77321,287
oficina;75,936;fluorescente;81342,465
oficina;75,947;fluorescente;79314,684
oficina;75,977;fluorescente;79981,227
oficina;76,03;fluorescente;70264,68
oficina;76,055;fluorescente;98868,969
oficina;76,094;fluorescente;105246,088
oficina;76,295;fluorescente;69823,361
oficina;76,3;fluorescente;63380,349
oficina;76,35;fluorescente;79307,733
oficina;76,381;fluorescente;91183,138
oficina;76,408;fluorescente;123746,271
oficina;76,49;fluorescente;69863,362
oficina;76,566;fluorescente;73997,982
oficina;76,627;fluorescente;88118,535
oficina;76,89;fluorescente;76134,321
oficina;76,94;fluorescente;71861,453
oficina;77,093;fluorescente;91288,9
oficina;77,103;fluorescente;78753,377
oficina;77,17;fluorescente;94546,778
oficina;77,24;fluorescente;91218,534
oficina;77,246;fluorescente;52487,922
oficina;77,266;fluorescente;110550,085
oficina;77,399;fluorescente;78113,856
oficina;77,494;fluorescente;94074,95
oficina;77,542;fluorescente;103420,84
oficina;77,636;fluorescente;119055,767
oficina;77,683;fluorescente;58674,294
oficina;77,698;fluorescente;73556,528
oficina;77,706;fluorescente;107494,008
oficina;77,719;fluorescente;144264,427
oficina;77,898;fluorescente;63061,031
oficina;77,953;fluorescente;84385,671
oficina;77,971;fluorescente;110498,543
oficina;78,103;fluorescente;100679,103
oficina;78,488;fluorescente;78482,618
oficina;78,519;fluorescente;87681,383
oficina;78,593;fluorescente;77967,615
oficina;78,629;fluorescente;102215,911
oficina;78,67;fluorescente;49783,214
oficina;78,701;fluorescente;71364,182
oficina;78,71;fluorescente;76948,464
oficina;78,716;fluorescente;71689,149
oficina;78,782;fluorescente;84452,308
oficina;79,136;fluorescente;120545,104
oficina;79,175;fluorescente;62571,453
oficina;79,203;fluorescente;102585,929
oficina;79,208;fluorescente;88197,761
oficina;79,232;fluorescente;106199,84
oficina;79,248;fluorescente;74057,926
oficina;79,279;fluorescente;79172,13
oficina;79,327;fluorescente;73902,643
oficina;79,356;fluorescente;71162,852
oficina;79,396;fluorescente;77806,279
oficina;79,459;fluorescente;88347,764
oficina;79,494;fluorescente;59425,611
oficina;79,506;fluorescente;73126,146
oficina;79,573;fluorescente;84520,378
oficina;79,584;fluorescente;75449,503
oficina;79,642;fluorescente;94020,078
oficina;79,683;fluorescente;81827,642
oficina;79,703;fluorescente;108824,715
oficina;79,725;fluorescente;102326,181
oficina;79,73;fluorescente;56281,654
oficina;79,805;fluorescente;93508,606
oficina;79,865;fluorescente;131944,255
sala_reuniones;15,055;LED;5511,188
sala_reuniones;15,069;LED;4942,264
sala_reuniones;15,07;LED;6872,783
sala_reuniones;15,164;LED;6538,977
sala_reuniones;15,176;LED;5771,304
sala_reuniones;15,197;LED;5299,468
sala_reuniones;15,208;LED;8617,536
sala_reuniones;15,213;LED;8772,382
sala_reuniones;15,236;LED;9111,728
sala_reuniones;15,376;LED;9124,629
sala_reuniones;15,392;LED;6502,628
sala_reuniones;15,43;LED;5023,538
sala_reuniones;15,445;LED;6993,38
sala_reuniones;15,511;LED;7076,52
sala_reuniones;15,516;LED;7463,784
sala_reuniones;15,621;LED;5647,503
sala_reuniones;15,773;LED;4142,822
sala_reuniones;15,817;LED;5174,33
sala_reuniones;15,851;LED;7824,434
sala_reuniones;15,91;LED;6979,729
sala_reuniones;16,02;LED;5972,556
sala_reuniones;16,11;LED;10024
sala_reuniones;16,141;LED;5412,689
sala_reuniones;16,149;LED;7981,58
sala_reuniones;16,191;LED;7423,149
sala_reuniones;16,201;LED;5623,969
sala_reuniones;16,219;LED;4991,978
sala_reuniones;16,276;LED;5228,423
sala_reuniones;16,434;LED;10111,55
sala_reuniones;16,514;LED;4852,799
sala_reuniones;16,556;LED;9088,758
sala_reuniones;16,559;LED;8591,413
sala_reuniones;16,653;LED;8495,219
sala_reuniones;16,806;LED;6083,282
sala_reuniones;16,808;LED;9282,041
sala_reuniones;16,859;LED;9383,12
sala_reuniones;16,865;LED;10662,554
sala_reuniones;16,887;LED;5143,437
sala_reuniones;16,926;LED;6089,562
sala_reuniones;16,941;LED;5664,53
sala_reuniones;16,974;LED;8951,946
sala_reuniones;17,004;LED;7187,061
sala_reuniones;17,069;LED;8201,028
sala_reuniones;17,099;LED;12588,486
sala_reuniones;17,102;LED;9418,465
sala_reuniones;17,115;LED;7134,031
sala_reuniones;17,143;LED;8176,506
sala_reuniones;17,179;LED;6973,598
sala_reuniones;17,244;LED;6373,648
sala_reuniones;17,37;LED;7267,532
sala_reuniones;17,381;LED;7350,024
sala_reuniones;17,393;LED;9760,525
sala_reuniones;17,419;LED;6643,133
sala_reuniones;17,438;LED;5789,606
sala_reuniones;17,45;LED;5362,682
sala_reuniones;17,451;LED;7300,423
sala_reuniones;17,488;LED;8356,651
sala_reuniones;17,524;LED;7529,501
sala_reuniones;17,595;LED;5532,175
sala_reuniones;17,607;LED;9202,708
sala_reuniones;17,628;LED;6717,443
sala_reuniones;17,676;LED;9097,52
sala_reuniones;17,818;LED;10779,583
sala_reuniones;17,956;LED;11973,277
sala_reuniones;18,032;LED;10658,372
sala_reuniones;18,102;LED;7668,112
sala_reuniones;18,243;LED;8538,573
sala_reuniones;18,354;LED;8259,388
sala_reuniones;18,441;LED;6893
sala_reuniones;18,467;LED;7361,841
sala_reuniones;18,481;LED;9775,993
sala_reuniones;18,481;LED;10470,059
sala_reuniones;18,528;LED;8619,513
sala_reuniones;18,599;LED;8952,369
sala_reuniones;18,68;LED;6306,555
sala_reuniones;18,698;LED;7536,374
sala_reuniones;18,714;LED;6626,532
sala_reuniones;18,75;LED;9358,088
sala_reuniones;18,759;LED;10684,487
sala_reuniones;18,764;LED;10903,759
sala_reuniones;18,769;LED;10181,52
sala_reuniones;18,781;LED;14068,519
sala_reuniones;18,796;LED;7406,724
sala_reuniones;18,818;LED;5505,651
sala_reuniones;18,832;LED;9519,799
sala_reuniones;18,931;LED;12552,178
sala_reuniones;18,988;LED;7797,547
